,SymbolA,SymbolB,pair
3029632,TRAV7,ZNF678,TRAV7__ZNF678
3029633,TRAV7,ZNF679,TRAV7__ZNF679
3029634,TRAV7,ZNF682,TRAV7__ZNF682
3029635,ZNF683,TRAV7,TRAV7__ZNF683
3029636,TRAV7,ZNF69,TRAV7__ZNF69
3029637,TRAV7,ZNF699,TRAV7__ZNF699
3029638,TRAV7,ZNF701,TRAV7__ZNF701
3029639,TRAV7,ZNF705D,TRAV7__ZNF705D
3029640,TRAV7,ZNF705G,TRAV7__ZNF705G
3029641,TRAV7,ZNF709,TRAV7__ZNF709
3029642,TRAV7,ZNF710,TRAV7__ZNF710
3029643,ZNF713,TRAV7,TRAV7__ZNF713
3029644,TRAV7,ZNF714,TRAV7__ZNF714
3029645,TRAV7,ZNF716,TRAV7__ZNF716
3029646,TRAV7,ZNF717,TRAV7__ZNF717
3029647,TRAV7,ZNF721,TRAV7__ZNF721
3029648,ZNF726,TRAV7,TRAV7__ZNF726
3029649,ZNF727,TRAV7,TRAV7__ZNF727
3029650,ZNF732,TRAV7,TRAV7__ZNF732
3029651,ZNF735,TRAV7,TRAV7__ZNF735
3029652,ZNF736,TRAV7,TRAV7__ZNF736
3029653,ZNF738,TRAV7,TRAV7__ZNF738
3029654,ZNF749,TRAV7,TRAV7__ZNF749
3029655,TRAV7,ZNF761,TRAV7__ZNF761
3029656,TRAV7,ZNF763,TRAV7__ZNF763
3029657,TRAV7,ZNF772,TRAV7__ZNF772
3029658,ZNF776,TRAV7,TRAV7__ZNF776
3029659,TRAV7,ZNF778,TRAV7__ZNF778
3029660,ZNF781,TRAV7,TRAV7__ZNF781
3029661,ZNF782,TRAV7,TRAV7__ZNF782
3029662,ZNF783,TRAV7,TRAV7__ZNF783
3029663,ZNF789,TRAV7,TRAV7__ZNF789
3029664,TRAV7,ZNF79,TRAV7__ZNF79
3029665,ZNF790,TRAV7,TRAV7__ZNF790
3029666,TRAV7,ZNF793,TRAV7__ZNF793
3029667,ZNF799,TRAV7,TRAV7__ZNF799
3029668,ZNF80,TRAV7,TRAV7__ZNF80
3029669,ZNF804A,TRAV7,TRAV7__ZNF804A
3029670,ZNF804B,TRAV7,TRAV7__ZNF804B
3029671,ZNF81,TRAV7,TRAV7__ZNF81
3029672,ZNF814,TRAV7,TRAV7__ZNF814
3029673,ZNF816,TRAV7,TRAV7__ZNF816
3029674,ZNF821,TRAV7,TRAV7__ZNF821
3029675,TRAV7,ZNF831,TRAV7__ZNF831
3029676,TRAV7,ZNF836,TRAV7__ZNF836
3029677,TRAV7,ZNF84,TRAV7__ZNF84
3029678,TRAV7,ZNF841,TRAV7__ZNF841
3029679,ZNF843,TRAV7,TRAV7__ZNF843
3029680,ZNF846,TRAV7,TRAV7__ZNF846
3029681,ZNF85,TRAV7,TRAV7__ZNF85
3029682,ZNF850,TRAV7,TRAV7__ZNF850
3029683,ZNF852,TRAV7,TRAV7__ZNF852
3029684,TRAV7,ZNF860,TRAV7__ZNF860
3029685,TRAV7,ZNF862,TRAV7__ZNF862
3029686,TRAV7,ZNF875,TRAV7__ZNF875
3029687,ZNF878,TRAV7,TRAV7__ZNF878
3029688,TRAV7,ZNF879,TRAV7__ZNF879
3029689,ZNF883,TRAV7,TRAV7__ZNF883
3029690,ZNF888,TRAV7,TRAV7__ZNF888
3029691,TRAV7,ZNF891,TRAV7__ZNF891
3029692,ZNF90,TRAV7,TRAV7__ZNF90
3029693,TRAV7,ZNF91,TRAV7__ZNF91
3029694,ZNF93,TRAV7,TRAV7__ZNF93
3029695,TRAV7,ZNF99,TRAV7__ZNF99
3029696,ZNG1C,TRAV7,TRAV7__ZNG1C
3029697,ZP1,TRAV7,TRAV7__ZP1
3029698,ZP4,TRAV7,TRAV7__ZP4
3029699,TRAV7,ZPBP,TRAV7__ZPBP
3029700,ZSCAN10,TRAV7,TRAV7__ZSCAN10
3029701,ZSCAN30,TRAV7,TRAV7__ZSCAN30
3029702,ZSCAN4,TRAV7,TRAV7__ZSCAN4
3029703,TRAV7,ZSCAN5B,TRAV7__ZSCAN5B
3029704,TRAV7,ZSWIM1,TRAV7__ZSWIM1
3029705,ZSWIM3,TRAV7,TRAV7__ZSWIM3
3029706,ZSWIM4,TRAV7,TRAV7__ZSWIM4
3029707,ZSWIM5,TRAV7,TRAV7__ZSWIM5
3029708,TRAV7,ZSWIM6,TRAV7__ZSWIM6
3029709,ZXDA,TRAV7,TRAV7__ZXDA
3029710,TRBV12-3,TRBC1,TRBC1__TRBV12-3
3029711,TRBV25-1,TRBC1,TRBC1__TRBV25-1
3029712,TRIM49C,TRBC1,TRBC1__TRIM49C
3029713,TRIM61,TRBC1,TRBC1__TRIM61
3029714,TRIM77,TRBC1,TRBC1__TRIM77
3029715,TRPM5,TRBC1,TRBC1__TRPM5
3029716,TSKU,TRBC1,TRBC1__TSKU
3029717,TSPAN32,TRBC1,TRBC1__TSPAN32
3029718,TSPY8,TRBC1,TRBC1__TSPY8
3029719,TTC22,TRBC1,TRBC1__TTC22
3029720,TRBC1,TTC36,TRBC1__TTC36
3029721,TUG1,TRBC1,TRBC1__TUG1
3029722,TRBC1,UBALD1,TRBC1__UBALD1
3029723,UBE2QL1,TRBC1,TRBC1__UBE2QL1
3029724,UCN2,TRBC1,TRBC1__UCN2
3029725,UGT2A1,TRBC1,TRBC1__UGT2A1
3029726,TRBC1,UGT2A2,TRBC1__UGT2A2
3029727,TRBC1,UGT2B17,TRBC1__UGT2B17
3029728,TRBC1,URAD,TRBC1__URAD
3029729,TRBC1,UROC1,TRBC1__UROC1
3029730,TRBC1,USP17L18,TRBC1__USP17L18
3029731,USP17L23,TRBC1,TRBC1__USP17L23
3029732,UTS2B,TRBC1,TRBC1__UTS2B
3029733,UTS2R,TRBC1,TRBC1__UTS2R
3029734,TRBC1,VSTM2B,TRBC1__VSTM2B
3029735,TRBC1,VSTM2L,TRBC1__VSTM2L
3029736,WFDC10B,TRBC1,TRBC1__WFDC10B
3029737,TRBC1,XKRY,TRBC1__XKRY
3029738,TRBC1,XPNPEP2,TRBC1__XPNPEP2
3029739,TRBC1,XYLB,TRBC1__XYLB
3029740,TRBC1,ZAN,TRBC1__ZAN
3029741,ZAR1,TRBC1,TRBC1__ZAR1
3029742,ZBED2,TRBC1,TRBC1__ZBED2
3029743,TRBC1,ZC3H11C,TRBC1__ZC3H11C
3029744,TRBC1,ZDHHC11B,TRBC1__ZDHHC11B
3029745,TRBC1,ZFP3,TRBC1__ZFP3
3029746,TRBC1,ZGLP1,TRBC1__ZGLP1
3029747,ZIC4,TRBC1,TRBC1__ZIC4
3029748,ZNF117,TRBC1,TRBC1__ZNF117
3029749,TRBC1,ZNF141,TRBC1__ZNF141
3029750,TRBC1,ZNF208,TRBC1__ZNF208
3029751,ZNF256,TRBC1,TRBC1__ZNF256
3029752,TRBC1,ZNF257,TRBC1__ZNF257
3029753,ZNF300,TRBC1,TRBC1__ZNF300
3029754,TRBC1,ZNF354B,TRBC1__ZNF354B
3029755,TRBC1,ZNF37A,TRBC1__ZNF37A
3029756,ZNF385D,TRBC1,TRBC1__ZNF385D
3029757,TRBC1,ZNF425,TRBC1__ZNF425
3029758,ZNF519,TRBC1,TRBC1__ZNF519
3029759,ZNF527,TRBC1,TRBC1__ZNF527
3029760,ZNF528,TRBC1,TRBC1__ZNF528
3029761,ZNF529,TRBC1,TRBC1__ZNF529
3029762,ZNF530,TRBC1,TRBC1__ZNF530
3029763,ZNF534,TRBC1,TRBC1__ZNF534
3029764,TRBC1,ZNF546,TRBC1__ZNF546
3029765,ZNF565,TRBC1,TRBC1__ZNF565
3029766,TRBC1,ZNF570,TRBC1__ZNF570
3029767,ZNF583,TRBC1,TRBC1__ZNF583
3029768,TRBC1,ZNF585A,TRBC1__ZNF585A
3029769,ZNF600,TRBC1,TRBC1__ZNF600
3029770,TRBC1,ZNF605,TRBC1__ZNF605
3029771,ZNF615,TRBC1,TRBC1__ZNF615
3029772,ZNF619,TRBC1,TRBC1__ZNF619
3029773,ZNF676,TRBC1,TRBC1__ZNF676
3029774,TRBC1,ZNF682,TRBC1__ZNF682
3029775,TRBC1,ZNF705G,TRBC1__ZNF705G
3029776,ZNF716,TRBC1,TRBC1__ZNF716
3029777,TRBC1,ZNF732,TRBC1__ZNF732
3029778,TRBC1,ZNF735,TRBC1__ZNF735
3029779,ZNF737,TRBC1,TRBC1__ZNF737
3029780,TRBC1,ZNF749,TRBC1__ZNF749
3029781,TRBC1,ZNF782,TRBC1__ZNF782
3029782,TRBC1,ZNF789,TRBC1__ZNF789
3029783,ZNF793,TRBC1,TRBC1__ZNF793
3029784,TRBC1,ZNF799,TRBC1__ZNF799
3029785,TRBC1,ZNF836,TRBC1__ZNF836
3029786,TRBC1,ZNF841,TRBC1__ZNF841
3029787,TRBC1,ZNF846,TRBC1__ZNF846
3029788,ZNF878,TRBC1,TRBC1__ZNF878
3029789,TRBC1,ZNF879,TRBC1__ZNF879
3029790,ZNF883,TRBC1,TRBC1__ZNF883
3029791,ZNF90,TRBC1,TRBC1__ZNF90
3029792,TRBC1,ZNF93,TRBC1__ZNF93
3029793,ZNF99,TRBC1,TRBC1__ZNF99
3029794,TRBC1,ZNG1C,TRBC1__ZNG1C
3029795,ZP1,TRBC1,TRBC1__ZP1
3029796,ZSWIM4,TRBC1,TRBC1__ZSWIM4
3029797,TRBC2,TRBV12-3,TRBC2__TRBV12-3
3029798,TRBC2,TRBV13,TRBC2__TRBV13
3029799,TRBV2,TRBC2,TRBC2__TRBV2
3029800,TRBC2,TRBV25-1,TRBC2__TRBV25-1
3029801,TREH,TRBC2,TRBC2__TREH
3029802,TRH,TRBC2,TRBC2__TRH
3029803,TRIL,TRBC2,TRBC2__TRIL
3029804,TRIM43B,TRBC2,TRBC2__TRIM43B
3029805,TRIM48,TRBC2,TRBC2__TRIM48
3029806,TRIM49C,TRBC2,TRBC2__TRIM49C
3029807,TRBC2,TRIM51,TRBC2__TRIM51
3029808,TRIM6-TRIM34,TRBC2,TRBC2__TRIM6-TRIM34
3029809,TRIM60,TRBC2,TRBC2__TRIM60
3029810,TRBC2,TRIM61,TRBC2__TRIM61
3029811,TRIM64C,TRBC2,TRBC2__TRIM64C
3029812,TRIM67,TRBC2,TRBC2__TRIM67
3029813,TRBC2,TRIM75,TRBC2__TRIM75
3029814,TRBC2,TRIM77,TRBC2__TRIM77
3029815,TRIT1,TRBC2,TRBC2__TRIT1
3029816,TRBC2,TRMT10A,TRBC2__TRMT10A
3029817,TRMT13,TRBC2,TRBC2__TRMT13
3029818,TRBC2,TRMT9B,TRBC2__TRMT9B
3029819,TRBC2,TRNP1,TRBC2__TRNP1
3029820,TRPA1,TRBC2,TRBC2__TRPA1
3029821,TRBC2,TRPM1,TRBC2__TRPM1
3029822,TRBC2,TRPM2,TRBC2__TRPM2
3029823,TRPM5,TRBC2,TRBC2__TRPM5
3029824,TRPM6,TRBC2,TRBC2__TRPM6
3029825,TRPV3,TRBC2,TRBC2__TRPV3
3029826,TRBC2,TSACC,TRBC2__TSACC
3029827,TSBP1,TRBC2,TRBC2__TSBP1
3029828,TSGA13,TRBC2,TRBC2__TSGA13
3029829,TRBC2,TSHZ1,TRBC2__TSHZ1
3029830,TSKU,TRBC2,TRBC2__TSKU
3029831,TRBC2,TSPAN11,TRBC2__TSPAN11
3029832,TSPAN14,TRBC2,TRBC2__TSPAN14
3029833,TSPAN32,TRBC2,TRBC2__TSPAN32
3029834,TSPAN9,TRBC2,TRBC2__TSPAN9
3029835,TRBC2,TSPEAR,TRBC2__TSPEAR
3029836,TSPY1,TRBC2,TRBC2__TSPY1
3029837,TSPY10,TRBC2,TRBC2__TSPY10
3029838,TSPY8,TRBC2,TRBC2__TSPY8
3029839,TRBC2,TSSK4,TRBC2__TSSK4
3029840,TST,TRBC2,TRBC2__TST
3029841,TRBC2,TTC12,TRBC2__TTC12
3029842,TRBC2,TTC16,TRBC2__TTC16
3029843,TRBC2,TTC21A,TRBC2__TTC21A
3029844,TTC22,TRBC2,TRBC2__TTC22
3029845,TTC31,TRBC2,TRBC2__TTC31
3029846,TTC34,TRBC2,TRBC2__TTC34
3029847,TTC36,TRBC2,TRBC2__TTC36
3029848,TTC38,TRBC2,TRBC2__TTC38
3029849,TRBC2,TTC39A,TRBC2__TTC39A
3029850,TRBC2,TTC39B,TRBC2__TTC39B
3029851,TRBC2,TTC39C,TRBC2__TTC39C
3029852,TRBC2,TTC6,TRBC2__TTC6
3029853,TTC9,TRBC2,TRBC2__TTC9
3029854,TRBC2,TTLL11,TRBC2__TTLL11
3029855,TTLL13,TRBC2,TRBC2__TTLL13
3029856,TTLL2,TRBC2,TRBC2__TTLL2
3029857,TRBC2,TTLL9,TRBC2__TTLL9
3029858,TRBC2,TTPAL,TRBC2__TTPAL
3029859,TRBC2,TUBA3D,TRBC2__TUBA3D
3029860,TRBC2,TUBE1,TRBC2__TUBE1
3029861,TUG1,TRBC2,TRBC2__TUG1
3029862,TRBC2,TVP23A,TRBC2__TVP23A
3029863,TRBC2,TXNDC2,TRBC2__TXNDC2
3029864,TRBC2,TXNDC8,TRBC2__TXNDC8
3029865,TYR,TRBC2,TRBC2__TYR
3029866,TYRP1,TRBC2,TRBC2__TYRP1
3029867,UAP1L1,TRBC2,TRBC2__UAP1L1
3029868,UBALD1,TRBC2,TRBC2__UBALD1
3029869,UBALD2,TRBC2,TRBC2__UBALD2
3029870,TRBC2,UBE2NL,TRBC2__UBE2NL
3029871,UBE2QL1,TRBC2,TRBC2__UBE2QL1
3029872,UBL4B,TRBC2,TRBC2__UBL4B
3029873,UBQLN3,TRBC2,TRBC2__UBQLN3
3029874,TRBC2,UBQLNL,TRBC2__UBQLNL
3029875,TRBC2,UCMA,TRBC2__UCMA
3029876,TRBC2,UCN,TRBC2__UCN
3029877,TRBC2,UCN2,TRBC2__UCN2
3029878,UCP1,TRBC2,TRBC2__UCP1
3029879,TRBC2,UGT1A1,TRBC2__UGT1A1
3029880,UGT1A3,TRBC2,TRBC2__UGT1A3
3029881,UGT1A4,TRBC2,TRBC2__UGT1A4
3029882,UGT1A5,TRBC2,TRBC2__UGT1A5
3029883,TRBC2,UGT1A6,TRBC2__UGT1A6
3029884,TRBC2,UGT1A8,TRBC2__UGT1A8
3029885,UGT2A1,TRBC2,TRBC2__UGT2A1
3029886,UGT2A2,TRBC2,TRBC2__UGT2A2
3029887,TRBC2,UGT2A3,TRBC2__UGT2A3
3029888,UGT2B10,TRBC2,TRBC2__UGT2B10
3029889,TRBC2,UGT2B15,TRBC2__UGT2B15
3029890,UGT2B17,TRBC2,TRBC2__UGT2B17
3029891,UGT2B28,TRBC2,TRBC2__UGT2B28
3029892,TRBC2,UGT2B4,TRBC2__UGT2B4
3029893,TRBC2,UGT2B7,TRBC2__UGT2B7
3029894,UGT3A1,TRBC2,TRBC2__UGT3A1
3029895,ULBP1,TRBC2,TRBC2__ULBP1
3029896,UMAD1,TRBC2,TRBC2__UMAD1
3029897,UMOD,TRBC2,TRBC2__UMOD
3029898,TRBC2,UMODL1,TRBC2__UMODL1
3029899,UNC13A,TRBC2,TRBC2__UNC13A
3029900,TRBC2,UNC13C,TRBC2__UNC13C
3029901,TRBC2,UNC13D,TRBC2__UNC13D
3029902,TRBC2,UNC5D,TRBC2__UNC5D
3029903,UNC79,TRBC2,TRBC2__UNC79
3029904,UPK3A,TRBC2,TRBC2__UPK3A
3029905,UPP2,TRBC2,TRBC2__UPP2
3029906,UQCC4,TRBC2,TRBC2__UQCC4
3029907,UQCC5,TRBC2,TRBC2__UQCC5
3029908,UQCRHL,TRBC2,TRBC2__UQCRHL
3029909,TRBC2,URAD,TRBC2__URAD
3029910,TRBC2,UROC1,TRBC2__UROC1
3029911,UROS,TRBC2,TRBC2__UROS
3029912,TRBC2,USP17L1,TRBC2__USP17L1
3029913,TRBC2,USP17L12,TRBC2__USP17L12
3029914,USP17L18,TRBC2,TRBC2__USP17L18
3029915,USP17L23,TRBC2,TRBC2__USP17L23
3029916,TRBC2,USP17L3,TRBC2__USP17L3
3029917,TRBC2,USP17L5,TRBC2__USP17L5
3029918,TRBC2,USP17L7,TRBC2__USP17L7
3029919,TRBC2,USP26,TRBC2__USP26
3029920,UTF1,TRBC2,TRBC2__UTF1
3029921,UTS2,TRBC2,TRBC2__UTS2
3029922,UTS2B,TRBC2,TRBC2__UTS2B
3029923,UTS2R,TRBC2,TRBC2__UTS2R
3029924,TRBC2,VASH1,TRBC2__VASH1
3029925,TRBC2,VAX1,TRBC2__VAX1
3029926,TRBC2,VAX2,TRBC2__VAX2
3029927,TRBC2,VCX,TRBC2__VCX
3029928,TRBC2,VCX2,TRBC2__VCX2
3029929,TRBC2,VEGFC,TRBC2__VEGFC
3029930,TRBC2,VEPH1,TRBC2__VEPH1
3029931,VGLL2,TRBC2,TRBC2__VGLL2
3029932,VHLL,TRBC2,TRBC2__VHLL
3029933,VILL,TRBC2,TRBC2__VILL
3029934,TRBC2,VIT,TRBC2__VIT
3029935,VN1R2,TRBC2,TRBC2__VN1R2
3029936,TRBC2,VN1R5,TRBC2__VN1R5
3029937,TRBC2,VNN1,TRBC2__VNN1
3029938,VSIG10L,TRBC2,TRBC2__VSIG10L
3029939,TRBC2,VSTM2A,TRBC2__VSTM2A
3029940,TRBC2,VSTM2B,TRBC2__VSTM2B
3029941,VSTM2L,TRBC2,TRBC2__VSTM2L
3029942,VSTM4,TRBC2,TRBC2__VSTM4
3029943,VWA3A,TRBC2,TRBC2__VWA3A
3029944,TRBC2,VWA3B,TRBC2__VWA3B
3029945,VWA5B1,TRBC2,TRBC2__VWA5B1
3029946,VWA7,TRBC2,TRBC2__VWA7
3029947,VXN,TRBC2,TRBC2__VXN
3029948,TRBC2,WBP2NL,TRBC2__WBP2NL
3029949,TRBC2,WDFY4,TRBC2__WDFY4
3029950,WDR17,TRBC2,TRBC2__WDR17
3029951,TRBC2,WDR27,TRBC2__WDR27
3029952,WDR31,TRBC2,TRBC2__WDR31
3029953,WDR49,TRBC2,TRBC2__WDR49
3029954,WDR53,TRBC2,TRBC2__WDR53
3029955,WDR64,TRBC2,TRBC2__WDR64
3029956,WDR72,TRBC2,TRBC2__WDR72
3029957,TRBC2,WDR83OS,TRBC2__WDR83OS
3029958,TRBC2,WDR87,TRBC2__WDR87
3029959,TRBC2,WDR97,TRBC2__WDR97
3029960,WDSUB1,TRBC2,TRBC2__WDSUB1
3029961,WFDC1,TRBC2,TRBC2__WFDC1
3029962,WFDC10A,TRBC2,TRBC2__WFDC10A
3029963,WFDC10B,TRBC2,TRBC2__WFDC10B
3029964,WFDC12,TRBC2,TRBC2__WFDC12
3029965,WFDC13,TRBC2,TRBC2__WFDC13
3029966,WFDC3,TRBC2,TRBC2__WFDC3
3029967,WFDC5,TRBC2,TRBC2__WFDC5
3029968,WFDC6,TRBC2,TRBC2__WFDC6
3029969,WFDC8,TRBC2,TRBC2__WFDC8
3029970,TRBC2,WFDC9,TRBC2__WFDC9
3029971,TRBC2,WFIKKN1,TRBC2__WFIKKN1
3029972,WFIKKN2,TRBC2,TRBC2__WFIKKN2
3029973,WNT1,TRBC2,TRBC2__WNT1
3029974,WNT2,TRBC2,TRBC2__WNT2
3029975,TRBC2,WNT2B,TRBC2__WNT2B
3029976,WNT5B,TRBC2,TRBC2__WNT5B
3029977,TRBC2,WNT6,TRBC2__WNT6
3029978,TRBC2,WNT7B,TRBC2__WNT7B
3029979,TRBC2,WNT8A,TRBC2__WNT8A
3029980,TRBC2,WNT8B,TRBC2__WNT8B
3029981,TRBC2,WNT9A,TRBC2__WNT9A
3029982,WNT9B,TRBC2,TRBC2__WNT9B
3029983,TRBC2,XAGE2,TRBC2__XAGE2
3029984,XCR1,TRBC2,TRBC2__XCR1
3029985,TRBC2,XDH,TRBC2__XDH
3029986,XIRP1,TRBC2,TRBC2__XIRP1
3029987,TRBC2,XK,TRBC2__XK
3029988,XKR3,TRBC2,TRBC2__XKR3
3029989,TRBC2,XKR4,TRBC2__XKR4
3029990,XKR5,TRBC2,TRBC2__XKR5
3029991,TRBC2,XKR6,TRBC2__XKR6
3029992,TRBC2,XKR8,TRBC2__XKR8
3029993,XKRX,TRBC2,TRBC2__XKRX
3029994,TRBC2,XKRY,TRBC2__XKRY
3029995,TRBC2,XPNPEP2,TRBC2__XPNPEP2
3029996,XYLB,TRBC2,TRBC2__XYLB
3029997,TRBC2,YDJC,TRBC2__YDJC
3029998,TRBC2,YJEFN3,TRBC2__YJEFN3
3029999,YPEL1,TRBC2,TRBC2__YPEL1
3030000,TRBC2,YPEL2,TRBC2__YPEL2
3030001,TRBC2,YY2,TRBC2__YY2
3030002,ZAN,TRBC2,TRBC2__ZAN
3030003,ZAR1,TRBC2,TRBC2__ZAR1
3030004,ZBED10P,TRBC2,TRBC2__ZBED10P
3030005,ZBED2,TRBC2,TRBC2__ZBED2
3030006,TRBC2,ZBED3,TRBC2__ZBED3
3030007,TRBC2,ZBED5,TRBC2__ZBED5
3030008,ZBED6,TRBC2,TRBC2__ZBED6
3030009,TRBC2,ZBTB37,TRBC2__ZBTB37
3030010,TRBC2,ZBTB41,TRBC2__ZBTB41
3030011,ZBTB45,TRBC2,TRBC2__ZBTB45
3030012,TRBC2,ZBTB6,TRBC2__ZBTB6
3030013,ZBTB7C,TRBC2,TRBC2__ZBTB7C
3030014,ZBTB8B,TRBC2,TRBC2__ZBTB8B
3030015,ZC3H11B,TRBC2,TRBC2__ZC3H11B
3030016,TRBC2,ZC3H11C,TRBC2__ZC3H11C
3030017,TRBC2,ZC3H12B,TRBC2__ZC3H12B
3030018,ZC3H12C,TRBC2,TRBC2__ZC3H12C
3030019,ZC3H12D,TRBC2,TRBC2__ZC3H12D
3030020,ZCCHC13,TRBC2,TRBC2__ZCCHC13
3030021,TRBC2,ZCCHC2,TRBC2__ZCCHC2
3030022,TRBC2,ZCCHC24,TRBC2__ZCCHC24
3030023,ZCCHC4,TRBC2,TRBC2__ZCCHC4
3030024,TRBC2,ZCWPW2,TRBC2__ZCWPW2
3030025,TRBC2,ZDHHC11B,TRBC2__ZDHHC11B
3030026,TRBC2,ZDHHC2,TRBC2__ZDHHC2
3030027,TRBC2,ZDHHC24,TRBC2__ZDHHC24
3030028,ZDHHC4,TRBC2,TRBC2__ZDHHC4
3030029,ZFAND3,TRBC2,TRBC2__ZFAND3
3030030,TRBC2,ZFAND4,TRBC2__ZFAND4
3030031,TRBC2,ZFAND6,TRBC2__ZFAND6
3030032,TRBC2,ZFAT,TRBC2__ZFAT
3030033,ZFP14,TRBC2,TRBC2__ZFP14
3030034,TRBC2,ZFP28,TRBC2__ZFP28
3030035,ZFP3,TRBC2,TRBC2__ZFP3
3030036,ZFP30,TRBC2,TRBC2__ZFP30
3030037,ZFP37,TRBC2,TRBC2__ZFP37
3030038,ZFP42,TRBC2,TRBC2__ZFP42
3030039,TRBC2,ZFP57,TRBC2__ZFP57
3030040,ZFP82,TRBC2,TRBC2__ZFP82
3030041,ZFP91-CNTF,TRBC2,TRBC2__ZFP91-CNTF
3030042,TRBC2,ZFP92,TRBC2__ZFP92
3030043,TRBC2,ZFR2,TRBC2__ZFR2
3030044,TRBC2,ZFY,TRBC2__ZFY
3030045,ZFYVE28,TRBC2,TRBC2__ZFYVE28
3030046,ZG16,TRBC2,TRBC2__ZG16
3030047,TRBC2,ZGLP1,TRBC2__ZGLP1
3030048,ZIC4,TRBC2,TRBC2__ZIC4
3030049,ZIC5,TRBC2,TRBC2__ZIC5
3030050,TRBC2,ZIK1,TRBC2__ZIK1
3030051,ZIM3,TRBC2,TRBC2__ZIM3
3030052,ZKSCAN2,TRBC2,TRBC2__ZKSCAN2
3030053,ZKSCAN5,TRBC2,TRBC2__ZKSCAN5
3030054,ZNF10,TRBC2,TRBC2__ZNF10
3030055,TRBC2,ZNF112,TRBC2__ZNF112
3030056,ZNF117,TRBC2,TRBC2__ZNF117
3030057,TRBC2,ZNF12,TRBC2__ZNF12
3030058,ZNF134,TRBC2,TRBC2__ZNF134
3030059,ZNF135,TRBC2,TRBC2__ZNF135
3030060,TRBC2,ZNF14,TRBC2__ZNF14
3030061,ZNF140,TRBC2,TRBC2__ZNF140
3030062,ZNF141,TRBC2,TRBC2__ZNF141
3030063,TRBC2,ZNF142,TRBC2__ZNF142
3030064,TRBC2,ZNF155,TRBC2__ZNF155
3030065,TRBC2,ZNF157,TRBC2__ZNF157
3030066,ZNF175,TRBC2,TRBC2__ZNF175
3030067,ZNF18,TRBC2,TRBC2__ZNF18
3030068,TRBC2,ZNF181,TRBC2__ZNF181
3030069,ZNF182,TRBC2,TRBC2__ZNF182
3030070,TRBC2,ZNF200,TRBC2__ZNF200
3030071,TRBC2,ZNF208,TRBC2__ZNF208
3030072,ZNF214,TRBC2,TRBC2__ZNF214
3030073,TRBC2,ZNF226,TRBC2__ZNF226
3030074,ZNF227,TRBC2,TRBC2__ZNF227
3030075,ZNF229,TRBC2,TRBC2__ZNF229
3030076,TRBC2,ZNF234,TRBC2__ZNF234
3030077,TRBC2,ZNF235,TRBC2__ZNF235
3030078,ZNF236,TRBC2,TRBC2__ZNF236
3030079,ZNF239,TRBC2,TRBC2__ZNF239
3030080,TRBC2,ZNF248,TRBC2__ZNF248
3030081,TRBC2,ZNF25,TRBC2__ZNF25
3030082,TRBC2,ZNF253,TRBC2__ZNF253
3030083,TRBC2,ZNF254,TRBC2__ZNF254
3030084,ZNF256,TRBC2,TRBC2__ZNF256
3030085,ZNF257,TRBC2,TRBC2__ZNF257
3030086,TRBC2,ZNF260,TRBC2__ZNF260
3030087,ZNF266,TRBC2,TRBC2__ZNF266
3030088,TRBC2,ZNF267,TRBC2__ZNF267
3030089,ZNF28,TRBC2,TRBC2__ZNF28
3030090,TRBC2,ZNF280A,TRBC2__ZNF280A
3030091,ZNF280B,TRBC2,TRBC2__ZNF280B
3030092,TRBC2,ZNF280D,TRBC2__ZNF280D
3030093,ZNF283,TRBC2,TRBC2__ZNF283
3030094,ZNF285,TRBC2,TRBC2__ZNF285
3030095,ZNF287,TRBC2,TRBC2__ZNF287
3030096,TRBC2,ZNF30,TRBC2__ZNF30
3030097,ZNF300,TRBC2,TRBC2__ZNF300
3030098,ZNF304,TRBC2,TRBC2__ZNF304
3030099,ZNF334,TRBC2,TRBC2__ZNF334
3030100,TRBC2,ZNF33B,TRBC2__ZNF33B
3030101,TRBC2,ZNF345,TRBC2__ZNF345
3030102,TRBC2,ZNF350,TRBC2__ZNF350
3030103,ZNF354B,TRBC2,TRBC2__ZNF354B
3030104,ZNF37A,TRBC2,TRBC2__ZNF37A
3030105,ZNF382,TRBC2,TRBC2__ZNF382
3030106,ZNF385A,TRBC2,TRBC2__ZNF385A
3030107,ZNF385D,TRBC2,TRBC2__ZNF385D
3030108,TRBC2,ZNF394,TRBC2__ZNF394
3030109,TRBC2,ZNF395,TRBC2__ZNF395
3030110,TRBC2,ZNF404,TRBC2__ZNF404
3030111,TRBC2,ZNF407,TRBC2__ZNF407
3030112,TRBC2,ZNF41,TRBC2__ZNF41
3030113,ZNF415,TRBC2,TRBC2__ZNF415
3030114,TRBC2,ZNF416,TRBC2__ZNF416
3030115,ZNF419,TRBC2,TRBC2__ZNF419
3030116,ZNF425,TRBC2,TRBC2__ZNF425
3030117,ZNF43,TRBC2,TRBC2__ZNF43
3030118,ZNF432,TRBC2,TRBC2__ZNF432
3030119,TRBC2,ZNF433,TRBC2__ZNF433
3030120,TRBC2,ZNF441,TRBC2__ZNF441
3030121,ZNF442,TRBC2,TRBC2__ZNF442
3030122,ZNF443,TRBC2,TRBC2__ZNF443
3030123,ZNF45,TRBC2,TRBC2__ZNF45
3030124,TRBC2,ZNF461,TRBC2__ZNF461
